Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Triple Play 99,1998,Sports,Electronic Arts,,,1.46
Super Monkey Ball,2001,Puzzle,Atari,87,E,1.46
SoulCalibur IV,2008,Fighting,Ubisoft,85,T,1.46
Donkey Kong,1981,Platform,Coleco,,,1.46
New Play Control! Mario Power Tennis,2009,Sports,Nintendo,,,1.46
Mortal Kombat 4,1998,Fighting,GT Interactive,,,1.46
Mario Superstar Baseball,2005,Sports,Nintendo,76,E,1.46
Wall-E,2008,Platform,THQ,54,E,1.46
WCW vs the World,1998,Fighting,THQ,,,1.46
Battlefield: Bad Company,2008,Shooter,Electronic Arts,83,T,1.46
Homefront,2011,Shooter,THQ,70,M,1.46
Onimusha 3: Demon Siege,2004,Action,Capcom,85,M,1.45
LEGO Battles: Ninjago,2011,Strategy,Warner Bros. Interactive Entertainment,59,E,1.45
Red Dead Revolver,2004,Shooter,Take-Two Interactive,73,M,1.45
NBA 2K14,2013,Sports,Take-Two Interactive,85,E,1.45
Resident Evil: Outbreak,2003,Action,Capcom,71,M,1.45
Tamagotchi,1996,Simulation,Namco Bandai Games,,,1.45
Game de Hakken!! Tamagotchi 2,1997,Simulation,Namco Bandai Games,,,1.45
4 Nin uchi Mahjong,1984,Misc,Nintendo,,,1.45
Namco Museum 64,1999,Misc,Namco Bandai Games,,,1.45
Dragon Ball Z,1993,Fighting,Namco Bandai Games,,,1.45
Mass Effect 2,2011,Role-Playing,Electronic Arts,94,M,1.45
Tony Hawks American Wasteland (Weekly american sales),2005,Sports,Activision,,,1.45
The House of the Dead 2 & 3 Return,2008,Shooter,Sega,,,1.44
Rise of the Tomb Raider,2015,Adventure,Square Enix,86,M,1.44
SingStar Pop,2007,Misc,Sony Computer Entertainment,73,E10+,1.44
Sonic & Sega All-Stars Racing,2010,Racing,Sega,,,1.44
Kirby Super Star,1996,Platform,Nintendo,,,1.44
My Word Coach,2007,Misc,Ubisoft,71,E,1.44
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,88,E,1.44
NCAA Football 2003,2002,Sports,Electronic Arts,91,E,1.44
Star Wars: The Force Unleashed II,2010,Action,LucasArts,61,T,1.44
Frogger 2: Swampys Revenge,1999,Action,Hasbro Interactive,77,E,1.43
Yoshis New Island,2014,Platform,Nintendo,64,E,1.43
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,71,T,1.43
Kinect Joy Ride,2010,Racing,Microsoft Game Studios,52,E,1.43
Smarty Pants,2007,Misc,Electronic Arts,65,E,1.43
SNK vs. Capcom: The Match of the Millennium,2006,Fighting,Sega,,,1.43
Disney's DuckTales,1988,Platform,Capcom,,,1.43
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,86,M,1.43
Disney Princess: Magical Jewels,2007,Adventure,Disney Interactive Studios,,E,1.43
Classic NES Series: Super Mario Bros.,2004,Platform,Nintendo,84,E,1.43
Triple Play 2000,1999,Sports,Electronic Arts,,,1.43
Mass Effect 3,2012,Role-Playing,Electronic Arts,93,M,1.43
Anno 2070,2011,Strategy,Ubisoft,83,T,1.43
Hasbro Family Game Night,2008,Puzzle,Electronic Arts,63,E,1.43
Sonic Rivals,2006,Racing,Sega,64,E,1.42
Metal Gear Rising: Revengeance,2013,Action,Konami Digital Entertainment,80,M,1.42
Tom Clancys Rainbow Six: Siege,2015,Shooter,Ubisoft,74,M,1.42
BioShock,2008,Shooter,Take-Two Interactive,94,M,1.42
Sonics Ultimate Genesis Collection,2009,Misc,Sega,79,E10+,1.42
Cabelas Big Game Hunter,2002,Sports,Activision,59,T,1.42
NBA Live 06 (Weekly american sales),2005,Sports,Electronic Arts,,,1.42
SimCity (2013),2013,Simulation,Electronic Arts,64,E10+,1.42
The Legend of Zelda: The Minish Cap,2004,Action,Nintendo,89,E,1.42
NFL Street,2004,Sports,Electronic Arts,80,E,1.42
Pro Yakyuu Family Stadium 87,1987,Sports,Namco Bandai Games,,,1.42
Super Metroid,1994,Action,Nintendo,,,1.42
Dead Space 2,2011,Shooter,Electronic Arts,89,M,1.42
Medal of Honor: Warfighter,2012,Action,Electronic Arts,55,M,1.42
The Sims 3,2010,Simulation,Electronic Arts,,T,1.42
Tiger Woods PGA Tour 09 All-Play,2008,Sports,Electronic Arts,81,E,1.42
Resident Evil (Remake),2002,Action,Capcom,,,1.42
Rayman Raving Rabbids,2006,Misc,Ubisoft,76,E,1.42
Dragon Quest Monsters: Joker 2,2010,Role-Playing,Square Enix,77,E,1.41
UFC Undisputed 2010,2010,Fighting,THQ,85,T,1.41
LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,,,1.41
Diablo III,2013,Role-Playing,Activision,87,M,1.41
Disney's The Lion King,1994,Platform,Virgin Interactive,,,1.41
Forza Horizon 2,2014,Racing,Microsoft Game Studios,86,E10+,1.41
Hello Kitty Party,2007,Misc,Rising Star Games,,E,1.41
Knockout Kings 2000,1999,Fighting,Electronic Arts,,,1.41
Gran Turismo 4 Prologue,2003,Racing,Sony Computer Entertainment,,,1.41
Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,91,M,1.41
NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,87,E,1.41
Fight Night Round 4,2009,Fighting,Electronic Arts,87,T,1.4
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,83,E10+,1.4
Spider-Man: The Movie,2002,Action,Activision,79,E,1.4
Dead Space,2008,Action,Electronic Arts,89,M,1.4
Inazuma Eleven 2,2009,Role-Playing,Nintendo,,,1.4
Need For Speed: Undercover,2008,Racing,Electronic Arts,,T,1.4
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,72,E10+,1.4
Ridge Racer,2004,Racing,Sony Computer Entertainment,88,E,1.4
2Xtreme,1996,Sports,Sony Computer Entertainment,,,1.4
Sonic Advance 3,2004,Platform,THQ,79,E,1.4
Final Fantasy III,1990,Role-Playing,SquareSoft,,,1.4
Tomb Raider (2013),2014,Action,Square Enix,,,1.4
Colin McRae Rally 3,2002,Racing,Codemasters,86,E,1.4
Madden NFL 2002,2001,Sports,Electronic Arts,88,E,1.39
LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,,E10+,1.39
NBA Jam,1994,Sports,Acclaim Entertainment,,,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,1991,Action,Konami Digital Entertainment,,,1.39
Dynasty Warriors 5,2005,Action,Tecmo Koei,69,T,1.39
Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios,,,1.39
Ryse: Son of Rome,2013,Action,Microsoft Game Studios,60,M,1.39
Hannah Montana: Spotlight World Tour,2007,Action,Disney Interactive Studios,,,1.39
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,81,T,1.38
Far Cry 2,2008,Action,Ubisoft,85,M,1.38
Bravely Default: Flying Fairy,2012,Role-Playing,Nintendo,,,1.38
True Crime: Streets of LA,2003,Action,Activision,77,M,1.38
Paper Mario,2000,Role-Playing,Nintendo,,,1.38
Sonic Generations,2011,Platform,Sega,77,E,1.38
Deus Ex: Human Revolution,2011,Shooter,Square Enix,89,M,1.38
Duke Nukem: Time to Kill,1998,Shooter,Take-Two Interactive,,,1.38
Bakugan: Battle Brawlers,2009,Action,Activision,60,E,1.38
Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,81,T,1.38
LEGO Indiana Jones: The Original Adventures,2008,Action,LucasArts,77,E10+,1.37
Final Fantasy XII: Revenant Wings,2007,Role-Playing,Square Enix,81,E10+,1.37
A Collection of Activision Classic Games for the Atari 2600,1998,Misc,Activision,,,1.37
Call of Duty: Black Ops,2010,Shooter,Activision,80,M,1.37
Deus Ex: Human Revolution,2011,Shooter,Square Enix,89,M,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,2004,Role-Playing,Activision,86,T,1.37
The Sims 2,2005,Simulation,Electronic Arts,65,T,1.37
Pocket Monsters Stadium,1998,Strategy,Nintendo,,,1.37
Titanfall,2014,Shooter,Electronic Arts,83,M,1.37
Dead Rising 2,2010,Action,Capcom,80,M,1.37
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,91,M,1.36
Ridge Racer 7,2006,Racing,Namco Bandai Games,78,E,1.36
Tom Clancys Ghost Recon 2,2004,Shooter,Ubisoft,80,T,1.36
Need for Speed: The Run,2011,Action,Electronic Arts,68,T,1.36
Yokai Watch 3,2016,Action,Level 5,,,1.36
Crash Bandicoot 2: N-Tranced,2003,Platform,Vivendi Games,75,E,1.36
Battlefield 4,2013,Shooter,Electronic Arts,81,M,1.36
SingStar Abba,2008,Misc,Sony Computer Entertainment,64,T,1.36
Dragon Quest III: Soshite Densetsu e...,1996,Role-Playing,Enix Corporation,,,1.36
Gradius,1986,Shooter,Konami Digital Entertainment,,,1.36
Centipede,1981,Shooter,Atari,,,1.36
Dead to Rights,2002,Shooter,Electronic Arts,73,M,1.36
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,87,M,1.36
WWE 13,2012,Action,THQ,76,T,1.36
Yoshis Woolly World,2015,Platform,Nintendo,78,E,1.35
Metroid: Other M,2010,Action,Nintendo,79,T,1.35
Fallout 4,2015,Role-Playing,Bethesda Softworks,84,M,1.35
Gardening Mama,2009,Puzzle,505 Games,60,E,1.35
Hasbro Family Game Night 2,2009,Misc,Electronic Arts,63,E,1.35
Dance Dance Revolution (Japan),1999,Simulation,Konami Digital Entertainment,,,1.35
Madden NFL 98,1997,Sports,Electronic Arts,,,1.35
Burnout Paradise,2008,Racing,Electronic Arts,88,E10+,1.35
MotorStorm: Pacific Rift,2008,Racing,Sony Computer Entertainment,82,T,1.35
Samurai Warriors,2004,Action,Electronic Arts,73,T,1.35
The Simpsons: Hit & Run,2003,Racing,Vivendi Games,,,1.35
SaGa Frontier,1997,Role-Playing,SquareSoft,,,1.35
SingStar Party,2004,Misc,Sony Computer Entertainment,,,1.35
FIFA Soccer 08,2007,Sports,Electronic Arts,79,E,1.35
FIFA Soccer 09,2008,Sports,Electronic Arts,84,E,1.35
Disney Princess: Enchanted Journey,2007,Adventure,Disney Interactive Studios,,E,1.35
FIFA Soccer 08,2007,Sports,Electronic Arts,82,E,1.35
Crysis 2,2011,Action,Electronic Arts,84,M,1.34
Test Drive,2002,Racing,Atari,73,T,1.34
Devil May Cry 4,2008,Action,Capcom,84,M,1.34
Tom Clancys Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,81,M,1.34
NBA 2K15,2014,Sports,Take-Two Interactive,,E,1.34
Chrono Trigger,2008,Role-Playing,Square Enix,92,E10+,1.34
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,84,T,1.34
Mortal Kombat 3,1994,Fighting,Acclaim Entertainment,,,1.34
Doom 3,2005,Shooter,Activision,88,M,1.34
F1 2010,2010,Racing,Codemasters,84,E,1.34
Monster Hunter Freedom,2005,Role-Playing,Capcom,71,T,1.34
Donkey Kong Jungle Beat,2004,Platform,Nintendo,80,E10+,1.34
Need for Speed Carbon,2006,Racing,Electronic Arts,74,E10+,1.34
Lost Planet: Extreme Condition,2006,Shooter,Capcom,79,T,1.34
Command & Conquer: Red Alert 2,2000,Strategy,Electronic Arts,,,1.34
Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,73,M,1.34
Battlefield: Bad Company,2008,Shooter,Electronic Arts,84,T,1.34
MVP Baseball 2004,2004,Sports,Electronic Arts,90,E,1.34
Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004,Platform,Sony Computer Entertainment,,,1.33
Overwatch,2016,Shooter,Activision,91,T,1.33
Alan Wake,2010,Action,Microsoft Game Studios,83,T,1.33
Skylanders SWAP Force,2013,Platform,Activision,83,E10+,1.33
Spider-Man: The Movie,2002,Action,Activision,,,1.33
Tony Hawks Pro Skater,2000,Sports,Activision,,,1.33
WWF War Zone,1998,Fighting,Acclaim Entertainment,,,1.33
The Sims: Bustin Out,2003,Simulation,Electronic Arts,,,1.33
Triple Play 2001,2000,Sports,Electronic Arts,,,1.33
Metroid Prime 2: Echoes,2004,Shooter,Nintendo,92,T,1.33
Corvette,2004,Racing,TDK Mediactive,57,E,1.33
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,74,M,1.33
Assassins Creed III: Liberation,2012,Action,Ubisoft,70,M,1.33
Assassins Creed Syndicate,2015,Action,Ubisoft,78,M,1.33
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,74,T,1.33
Grand Theft Auto: Chinatown Wars,2009,Action,Take-Two Interactive,93,M,1.32
UFC Undisputed 2010,2010,Fighting,THQ,84,T,1.32
World of Warcraft: Wrath of the Lich King,2008,Role-Playing,Activision,91,T,1.32
TOCA 2: Touring Cars,1998,Racing,Codemasters,,,1.32
Gyromite,1985,Puzzle,Nintendo,,,1.32
NFL 2K3,2002,Sports,Atari,93,E,1.32
Fighting Force,1997,Fighting,Eidos Interactive,,,1.32
Petz Wild Animals: Dolphinz,2007,Simulation,Ubisoft,,E,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,2003,Role-Playing,Capcom,,,1.32
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,79,E10+,1.32
Your Shape: Fitness Evolved,2010,Sports,Ubisoft,73,E,1.32
Need for Speed Underground Rivals,2005,Racing,Electronic Arts,74,E,1.32
The Elder Scrolls Online,2015,Role-Playing,Bethesda Softworks,77,M,1.32
Rise of the Tomb Raider,2016,Adventure,Square Enix,,M,1.32
Madden NFL 97,1996,Sports,Electronic Arts,,,1.32
The ICO & Shadow of the Colossus Collection,2011,Adventure,Sony Computer Entertainment,,,1.32
TNN Motor Sports Hardcore 4x4,1996,Racing,ASC Games,,,1.31
Pokemon Super Mystery Dungeon,2015,Role-Playing,Nintendo,69,E,1.31
Far Cry 4,2014,Shooter,Ubisoft,,M,1.31
MAG: Massive Action Game,2010,Shooter,Sony Computer Entertainment,,,1.31
Rage,2011,Shooter,Bethesda Softworks,81,M,1.31
IHRA Drag Racing 2,2002,Racing,Bethesda Softworks,,E,1.31
Madagascar,2005,Platform,Activision,69,E10+,1.31
Rugrats Studio Tour,1999,Adventure,THQ,,,1.31
Pitfall II: Lost Caverns,1983,Platform,Activision,,,1.31
Turok: Evolution,2002,Shooter,Acclaim Entertainment,61,M,1.31
[Prototype],2009,Action,Activision,78,M,1.31
Skylanders Giants,2012,Action,Activision,80,E10+,1.31
Burnout 3: Takedown,2004,Racing,Electronic Arts,94,T,1.31
The Beatles: Rock Band,2009,Misc,MTV Games,89,T,1.3
Adventure,1980,Adventure,Atari,,,1.3
Yu-Gi-Oh! The Sacred Cards,2002,Role-Playing,Konami Digital Entertainment,,,1.3
NBA Live 07,2006,Sports,Electronic Arts,63,E,1.3
SingStar 80s,2005,Misc,Sony Computer Entertainment,78,T,1.3
Romancing SaGa 3,1995,Role-Playing,SquareSoft,,,1.3
Test Drive 5,1997,Racing,Accolade,,,1.3
Crysis 2,2011,Action,Electronic Arts,85,M,1.3
Tekken 6,2009,Fighting,Namco Bandai Games,80,T,1.3
NBA 2K17,2016,Sports,Take-Two Interactive,90,E,1.3
Digimon World,1999,Role-Playing,Namco Bandai Games,,,1.3
Namco Museum DS,2007,Misc,Atari,67,E,1.3
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,75,E10+,1.3
Pokemon Ranger: Guardian Signs,2010,Role-Playing,Nintendo,68,E,1.3
Assassins Creed: Rogue,2014,Action,Ubisoft,72,M,1.29
Mega Man Battle Network 3 Blue / White Version,2002,Role-Playing,Capcom,,,1.29
High School Musical 3: Senior Year DANCE!,2008,Misc,Disney Interactive Studios,,,1.29
Resident Evil Zero,2002,Action,Capcom,,,1.29
Sonic Colors,2010,Platform,Sega,79,E,1.29
Mario & Luigi: Partners in Time,2005,Role-Playing,Nintendo,,,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Platform,TDK Mediactive,49,E,1.29
Deal or No Deal,2009,Misc,Zoo Games,56,E,1.29
Transformers,2004,Shooter,Atari,75,T,1.29
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,69,E10+,1.29
EA Playground,2007,Sports,Electronic Arts,66,E,1.29
Midnight Club 3: DUB Edition (America weekly sales),2005,Racing,Take-Two Interactive,,,1.29
Golds Gym: Cardio Workout,2008,Sports,Ubisoft,,E,1.28
Champions of Norrath,2004,Role-Playing,Sony Online Entertainment,85,T,1.28
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,73,E10+,1.28
Yakuman,1989,Misc,Nintendo,,,1.28
Dark Souls II,2014,Role-Playing,Namco Bandai Games,91,T,1.28
Imagine: Wedding Designer,2008,Simulation,Ubisoft,,E,1.28
Army Men 3D,1999,Action,3DO,,,1.28
Twisted Metal 4,1999,Racing,989 Studios,,,1.28
Manhunt,2003,Action,Take-Two Interactive,76,M,1.28
Need for Speed Carbon,2006,Racing,Electronic Arts,67,E10+,1.28
Silent Hill 2,2001,Action,Konami Digital Entertainment,89,M,1.28
Pokemon Mystery Dungeon: Gates to Infinity,2012,Role-Playing,Nintendo,59,E,1.27
Castlevania: Symphony of the Night,1997,Platform,Konami Digital Entertainment,93,T,1.27
Guitar Hero: Aerosmith,2008,Misc,Activision,73,T,1.27
Kid Icarus: Uprising,2012,Action,Nintendo,83,E10+,1.27
The Sims 2: Nightlife,2005,Simulation,Electronic Arts,76,T,1.27
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,77,E10+,1.27
Road Rash,1995,Racing,Electronic Arts,,,1.27
Metal Gear Solid V: Ground Zeroes,2014,Action,Konami Digital Entertainment,75,M,1.27
Atlantis,1981,Shooter,Imagic,,,1.27
NBA 2K9,2008,Sports,Take-Two Interactive,84,E,1.27
Tony Hawks Underground,2003,Sports,Activision,85,T,1.27
Hogans Alley,1984,Shooter,Nintendo,,,1.27
Mystery Case Files: MillionHeir,2008,Adventure,Nintendo,65,E,1.27
.hack//Infection Part 1,2002,Role-Playing,Atari,75,T,1.27
Jillian Michaels Fitness Ultimatum 2009,2008,Sports,Deep Silver,30,E,1.27
Valkyria Chronicles,2008,Role-Playing,Sega,86,T,1.27
LEGO Battles,2009,Strategy,Warner Bros. Interactive Entertainment,65,E,1.27
WWE 12,2011,Fighting,THQ,71,T,1.27
Sonic Adventure DX: Directors Cut,2003,Platform,Sega,57,E,1.27
Final Fantasy X / X-2 HD Remaster,2013,Role-Playing,Square Enix,85,T,1.27
Jet Li: Rise to Honor,2004,Action,Sony Computer Entertainment,,,1.27
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,69,T,1.27
WWE 13,2012,Action,THQ,78,T,1.27
Need for Speed Rivals,2013,Racing,Electronic Arts,80,E10+,1.27
Watch Dogs,2014,Action,Ubisoft,,M,1.27
EA Sports Active 2,2010,Sports,Electronic Arts,79,E,1.26
Rockstar Games presents Table Tennis,2007,Sports,Take-Two Interactive,68,E,1.26
Devil Dice,1998,Puzzle,THQ,,,1.26
Football Manager 2011,2010,Sports,Sega,85,E,1.26
Championship Manager 03/04,2003,Sports,Eidos Interactive,,,1.26
Brian Lara Cricket,1998,Sports,Codemasters,,,1.26
Saints Row IV,2013,Action,Deep Silver,76,M,1.26
Tamagotchi Connection: Corner Shop,2005,Simulation,Atari,59,E,1.26
Wheel of Fortune,1998,Misc,Hasbro Interactive,,,1.26
Captain Toad: Treasure Tracker,2014,Puzzle,Nintendo,81,E,1.26
Tomb Raider: Underworld,2008,Action,Eidos Interactive,75,T,1.26
Kung Fu Panda,2008,Action,Activision,,,1.25
LittleBigPlanet PS Vita,2012,Platform,Sony Computer Entertainment,88,E,1.25
NBA Live 2001,2000,Sports,Electronic Arts,86,E,1.25
LEGO Harry Potter: Years 5-7,2011,Action,Warner Bros. Interactive Entertainment,76,E10+,1.25
Star Wars: The Force Unleashed,2008,Action,LucasArts,68,T,1.25
Combat,1977,Action,Atari,,,1.25
SOCOM: U.S. Navy SEALs Confrontation,2008,Shooter,Sony Computer Entertainment,63,M,1.25
Dragon Ball: Daimaou Fukkatsu,1988,Role-Playing,Namco Bandai Games,,,1.25
Gegege no Kitarou 2: Youkai Gundan no Chousen,1987,Role-Playing,Namco Bandai Games,,,1.25
Reel Fishing,1996,Sports,Natsume,,,1.25
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,83,T,1.25
Pokemon XD: Gale of Darkness,2005,Role-Playing,Nintendo,64,E,1.25
Black,2006,Shooter,Electronic Arts,79,M,1.25
Tom Clancys Rainbow Six: Vegas,2007,Shooter,Ubisoft,86,M,1.25
RollerCoaster Tycoon 2,2002,Strategy,Atari,74,E,1.25
Ratatouille,2007,Action,THQ,,,1.25
Lara Croft Tomb Raider: The Angel of Darkness,2003,Action,Eidos Interactive,52,T,1.25
Tom Clancys Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,87,T,1.25
Road Rash 3D,1998,Racing,Electronic Arts,,,1.25
Ratchet: Deadlocked,2005,Shooter,Sony Computer Entertainment,81,T,1.24
Winter Sports: The Ultimate Challenge,2007,Sports,RTL,52,E,1.24
Baldurs Gate: Dark Alliance,2001,Role-Playing,Virgin Interactive,87,T,1.24
Kingdom Hearts II,2014,Role-Playing,Square Enix,,,1.24
Oddworld: Abes Oddysee,1997,Platform,GT Interactive,85,T,1.24
FIFA Street,2012,Sports,Electronic Arts,76,E,1.24
Ridge Racer V,2000,Action,Namco Bandai Games,78,E,1.24
Super Mario Maker,2016,Platform,Nintendo,,,1.24
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,78,T,1.24
Tetris 2 (All region sales),1992,Puzzle,Nintendo,,,1.24
Star Wars Episode III: Revenge of the Sith,2005,Action,Activision,61,T,1.24
[Prototype],2009,Action,Activision,79,M,1.24
LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,80,E10+,1.24
Transformers: Autobots / Decepticons,2007,Action,Activision,,,1.24
Assassins Creed: Bloodlines,2009,Action,Ubisoft,63,M,1.24
Hyrule Warriors,2014,Action,Nintendo,76,T,1.23
Frogger: The Great Quest,2001,Platform,Konami Digital Entertainment,32,E,1.23
WWE 2K16,2015,Sports,Take-Two Interactive,73,T,1.23
Ninja Gaiden,2004,Action,Microsoft Game Studios,91,M,1.23
Cars 2,2011,Racing,Disney Interactive Studios,,,1.23
Naruto Shippuden: Ultimate Ninja Storm 4,2016,Fighting,Namco Bandai Games,79,T,1.23
Crash Bandicoot: The Wrath of Cortex,2002,Platform,Universal Interactive,70,E,1.23
Driv3r,2004,Racing,Atari,57,M,1.23
Disney's Tarzan / Disney's Aladdin in Nasiras Revenge / Disney's The Emperors New Groove Action Game,2003,Misc,Sony Computer Entertainment,,,1.23
Kirby Tilt n Tumble,2000,Puzzle,Nintendo,,,1.23
SpongeBob SquarePants: Battle for Bikini Bottom,2003,Platform,THQ,,E,1.23
Vigilante 8,1998,Racing,Activision,,,1.23
Castlevania,1986,Platform,Konami Digital Entertainment,,,1.23
Donkey Kong Country 2,2004,Platform,Nintendo,80,E,1.23
Guitar Hero: Aerosmith,2008,Misc,Activision,70,T,1.23
"WarioWare, Inc.: Mega MicroGame$",2003,Puzzle,Nintendo,,,1.23
Need for Speed Carbon,2006,Racing,Electronic Arts,75,E10+,1.23
Ben 10: Protector of Earth,2007,Action,D3Publisher,63,E10+,1.23
Grand Theft Auto V,2015,Action,Take-Two Interactive,96,M,1.23
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,82,E,1.23
Tales of Xillia,2011,Role-Playing,Namco Bandai Games,78,T,1.22
Diddy Kong Racing DS,2007,Racing,Nintendo,63,E,1.22
Mario Power Tennis,2004,Sports,Nintendo,80,E,1.22
Intelligent Qube,1997,Puzzle,Sony Computer Entertainment,,,1.22
Game & Watch Gallery 2,1997,Misc,Nintendo,,,1.22
Game & Watch Gallery 3,1999,Misc,Nintendo,,,1.22
Pac-Man,1984,Puzzle,Namco Bandai Games,,,1.22
Parfait: Chocolat Second Style,2006,Adventure,Alchemist,,,1.22
NBA Live 99,1997,Sports,Electronic Arts,,,1.22
Chocobo no Fushigi Dungeon,1997,Role-Playing,SquareSoft,,,1.22
Golden Sun: The Lost Age,2002,Role-Playing,Nintendo,86,E,1.22
SimCity 2000,1996,Simulation,Maxis,,,1.22
Max Payne,2001,Shooter,Take-Two Interactive,89,M,1.22
Battlefield: Hardline,2015,Shooter,Electronic Arts,71,M,1.22
WCW Mayhem,1998,Fighting,Electronic Arts,,,1.22
NBA 2K2,2002,Sports,Sega,89,E,1.22
NASCAR Thunder 2003,2002,Racing,Electronic Arts,84,E,1.22
Cars,2006,Racing,THQ,71,E,1.21
Fuzion Frenzy,2001,Misc,Microsoft Game Studios,70,E,1.21
Call of Duty: Finest Hour,2004,Shooter,Activision,73,T,1.21
Final Fantasy IV,2007,Simulation,Square Enix,85,E10+,1.21
Star Wars: Battlefront II,2005,Shooter,LucasArts,69,T,1.21
Super Street Fighter IV: 3D Edition,2011,Fighting,Capcom,85,T,1.21
Sly Cooper and the Thievius Raccoonus,2002,Platform,Sony Computer Entertainment,86,E,1.21
The Magical Quest starring Mickey Mouse,1992,Platform,Capcom,,,1.21
Star Wars Episode 1: Jedi Power Battles,1999,Action,LucasArts,,,1.21
Dino Crisis 2,2000,Action,Virgin Interactive,86,M,1.21
Dragon Quest IV: Michibikareshi Monotachi,2001,Role-Playing,Enix Corporation,,,1.21
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,76,T,1.21
Need for Speed Underground,2003,Racing,Electronic Arts,83,E,1.21
Medal of Honor: Airborne,2007,Shooter,Electronic Arts,75,T,1.21
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,2007,Misc,Activision,,,1.21
FIFA Soccer 07,2006,Sports,Electronic Arts,,,1.21
Bayonetta,2009,Action,Sega,87,M,1.21
Test Drive 4,1997,Racing,Electronic Arts,,,1.21
Boom Blox,2008,Puzzle,Electronic Arts,85,E,1.21
Farming Simulator 2015,2014,Simulation,Focus Home Interactive,,,1.21
World Soccer Winning Eleven 9 (JP & Others sales),2005,Sports,Konami Digital Entertainment,,,1.2
The Sims 2: Castaway,2007,Simulation,Electronic Arts,73,T,1.2
The Lord of the Rings: The Fellowship of the Ring,2002,Action,Black Label Games,59,T,1.2
Destiny: The Taken King,2015,Shooter,Activision,89,T,1.2
ATV Offroad Fury 3,2004,Racing,SouthPeak Games,78,E,1.2
F1 2011,2011,Racing,Codemasters,82,E,1.2
Pikmin 2,2004,Strategy,Nintendo,90,E,1.2
SolarStriker,1989,Shooter,Nintendo,,,1.2
TwinBee,1986,Shooter,Konami Digital Entertainment,,,1.2
Ganbare Goemon! Karakuri Douchuu,1986,Platform,Konami Digital Entertainment,,,1.2
NFL 2K,1999,Sports,Sega,,,1.2
Dragon Ball Z: La Legende Saien,1993,Fighting,Namco Bandai Games,,,1.2
LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,81,E10+,1.2
Cars,2006,Racing,THQ,70,E,1.2
Enter the Matrix,2003,Action,Atari,65,T,1.2
FIFA Soccer 11,2010,Sports,Electronic Arts,68,E,1.2
NHL 2002,2001,Sports,Electronic Arts,92,E,1.2
Nuclear Strike,1997,Simulation,Electronic Arts,,,1.19
The Simpsons: Road Rage,2003,Racing,THQ,55,E,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,Platform,THQ,71,E,1.19
Pro Evolution Soccer 2008,2008,Sports,Konami Digital Entertainment,83,E,1.19
Scarface: The World is Yours,2006,Action,Vivendi Games,75,M,1.19
Kobe Bryant in NBA Courtside,1998,Sports,Nintendo,,,1.19
Disney's Chip n Dale: Rescue Rangers,1990,Platform,Capcom,,,1.19
