Name,Year_of_Release,Genre,Publisher,Critic_Score,ESRB_Rating,Global_Sale
Blender Bros.,2002,Platform,Unknown,73,E,20000
Treasure Chase,2011,Puzzle,Storm City Games,,,20000
Suzumiya Haruhi no Heiretsu,2009,Adventure,Sega,,,20000
DemiKids: Light Version,2002,Role-Playing,Atlus,62,E,20000
Winx Club: Rockstars,2010,Adventure,Namco Bandai Games,,E,20000
Nanatsuiro * Drops Pure!!,2007,Adventure,Media Works,,,20000
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,2010,Misc,D3Publisher,,,20000
Cities XL 2011,2010,Simulation,Focus Home Interactive,70,E,20000
Winning Post 8 2015,2015,Action,Tecmo Koei,,,20000
Ukiyo no Roushi,2015,Action,Unknown,,,20000
Bottom of the 9th 97,1997,Sports,Konami Digital Entertainment,,,20000
Shaman King: Chou Senjiryokketsu 3,2002,Role-Playing,King Records,,,20000
Aikatsu Stars! My Special Appeal,2016,Action,Namco Bandai Games,,,20000
Rapala for Kinect,2011,Sports,Activision,,E,20000
Star Trek Online,2010,Role-Playing,Atari,66,T,20000
Line Rider 2: Unbound,2008,Puzzle,Deep Silver,62,E,20000
Shin Hayarigami 2,2016,Adventure,Nippon Ichi Software,,,20000
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,,T,20000
HatsuKare * Renai Debut Sengen!,2013,Adventure,FuRyu,,,20000
SimCity Societies,2007,Simulation,Electronic Arts,63,E10+,20000
Just Sing,2016,Misc,Ubisoft,,E10+,20000
Kingdom: Ikkitousen no Ken,2010,Action,Konami Digital Entertainment,,,20000
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,Fighting,Yukes,,,20000
Empire Deluxe,1992,Strategy,New World Computing,,,20000
Fast & Furious: Showdown,2013,Action,Activision,,,20000
Lumo,2016,Puzzle,Rising Star Games,73,E10+,20000
Bomberman Story DS,2007,Role-Playing,Rising Star Games,,,20000
RayCrisis: Series Termination,1999,Shooter,JVC,67,E,20000
IGT Slots: Lucky Larrys Lobstermania,2011,Simulation,Masque Publishing,,,20000
Tom Clancys Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,78,M,20000
Ikki Tousen: Shining Dragon,2007,Role-Playing,Marvelous Interactive,,,20000
DiRT,2007,Racing,Codemasters,84,E,20000
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,Adventure,Minato Station,,,20000
Toxic Grind,2002,Sports,THQ,49,T,20000
Tropico 4: Modern Times,2012,Strategy,Kalypso Media,78,T,20000
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011,Misc,Paon,,,20000
Enchanted Arms (JP sales),2006,Role-Playing,Ubisoft,,,20000
ScrapLand,2005,Action,Deep Silver,73,T,20000
Geten no Hana,2013,Misc,Tecmo Koei,,,20000
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,2009,Adventure,Tecmo Koei,,,20000
Indianapolis 500 Evolution,2009,Racing,Zushi Games,,E,20000
Brothers in Arms: Hells Highway,2008,Shooter,Ubisoft,79,M,20000
D.Gray-man: Sousha no Shikaku,2008,Adventure,Konami Digital Entertainment,,,20000
Ceville,2009,Action,Kalypso Media,73,E,20000
Crazy Machines,2010,Puzzle,DTP Entertainment,,E,20000
Ookami to Koushinryou: Omiowataru Kaze,2009,Adventure,ASCII Media Works,,,20000
Serious Sam HD: Gold Edition,2011,Shooter,Mastertronic,,,20000
School Days LxH,2008,Adventure,Interchannel,,,20000
Neo Angelique,2006,Adventure,Tecmo Koei,,,20000
Big Ideas VeggieTales: LarryBoy and the Bad Apple,2006,Action,Crave Entertainment,,,20000
Falcon 4.0: Allied Force,2005,Simulation,Graphsim Entertainment,90,T,20000
Winning Post 8 2016,2016,Simulation,Tecmo Koei,,,20000
Namco Museum Battle Collection (JP sales),2005,Misc,Sony Computer Entertainment,,,20000
Brandish: The Dark Revenant,2009,Role-Playing,Falcom Corporation,78,T,20000
Summon Night: Swordcraft Story,2003,Role-Playing,Banpresto,77,E10+,20000
Samurai Shodown V,2006,Fighting,Ignition Entertainment,58,T,20000
Chaos;Head Noah,2010,Adventure,5p,,,20000
Minna no Chizu 2,2007,Misc,Zenrin,,,20000
Pro Fishing Challenge,2004,Sports,Atlus,62,E,20000
Voodoo Chronicles: First Sign,2011,Adventure,ValuSoft,,,20000
Franklins Great Adventures,2006,Action,Game Factory,,E,20000
Diabolik Lovers: More Blood,2015,Adventure,Idea Factory,,,20000
Princess Saver! Eternal Love for My Lady,2010,Adventure,Comfort,,,20000
Tokyo Mew Mew,2002,Role-Playing,Takara,,,20000
Jitsumei Jikkyou Keiba Dream Classic 2002,2002,Sports,Namco Bandai Games,,,20000
To Love-Ru Trouble: Darkness - True Princess,2015,Action,FuRyu,,,20000
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,67,E10+,20000
Kawasaki Jet Ski,2008,Racing,Metro 3D,,E,20000
Twinkle * Crusaders GoGo!,2010,Adventure,ASCII Media Works,,,20000
Interactive Storybook DS Series 3,2007,Misc,Tommo,,E,20000
Moujuutsukai to Oujisama: Snow Bride Portable,2012,Adventure,Idea Factory,,,20000
Rule of Rose,2006,Action,505 Games,59,M,20000
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,,,20000
Bejeweled 2 Deluxe,2006,Puzzle,Focus Home Interactive,,E,20000
RedCard 20-03,2002,Sports,Midway Games,71,E,20000
Aragami,2016,Action,FuRyu Corporation,71,M,20000
GT Legends,2005,Racing,Atari,84,E,20000
Freestyle Metal X,2003,Racing,Midway Games,,,20000
Totally Spies! 2: Undercover,2006,Action,Atari,,,20000
Monster High 13 Wishes,2013,Action,Little Orbit,,E,20000
Shonen Jumps One Piece: Grand Adventure,2005,Fighting,Namco Bandai Games,,,20000
Pac-Man World Rally,2006,Racing,Namco Bandai Games,54,E,20000
Kung Fu Panda,2008,Action,Activision,71,E10+,20000
Jewel Match 2,2012,Puzzle,Easy Interactive,,,20000
Net High,2015,Adventure,Marvelous Games,,,20000
Uta Kumi 575,2014,Misc,Sega,,,20000
The Professors Brain Trainer: Logic,2005,Puzzle,505 Games,,,20000
Street Fighter X Tekken,2012,Fighting,Capcom,79,T,20000
428: Fuusa Sareta Shibuya de,2009,Adventure,Spike,,,20000
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",2016,Adventure,Activision,,,20000
Catan,2009,Strategy,CDV Software Entertainment,,,20000
Frontlines: Fuel of War,2008,Shooter,THQ,73,T,20000
Raven Squad: Operation Hidden Dagger,2009,Shooter,Evolved Games,39,T,20000
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010,Misc,D3Publisher,,,20000
Rugby World Cup 2015,2015,Sports,Ubisoft,,E,20000
NFL Blitz Pro,2003,Sports,Midway Games,71,E,20000
Tom Clancys EndWar,2009,Strategy,Ubisoft,68,T,20000
Nil Admirari no Tenbin: Teito Genwaku Toukidan,2016,Adventure,Idea Factory,,,20000
Nobunagas Ambition: Tenshouki with Power-Up Kit HD Version,2015,Strategy,Tecmo Koei,,,20000
Commandos: Strike Force,2006,Shooter,Eidos Interactive,62,T,20000
Warriors of the Lost Empire (JP sales),2007,Role-Playing,Mercury Games,,,20000
Jojos Bizarre Adventure,1999,Fighting,Virgin Interactive,,,20000
Lode Runner,2006,Puzzle,Hudson Entertainment,,,20000
Zathura,2005,Adventure,Take-Two Interactive,48,E10+,20000
Evolution Snowboarding,2002,Sports,Konami Digital Entertainment,38,T,20000
Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,Misc,Sega,,,20000
Guitar Hero III: Legends of Rock,2007,Misc,Aspyr,79,T,20000
New Interpretation Stranger of Sword City,2016,Role-Playing,Experience Inc.,,,20000
Zillions of Enemy X: Zetsukai no Crusade,2013,Role-Playing,Nippon Ichi Software,,,20000
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996,Puzzle,Compile,,,20000
Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,78,E10+,20000
Test Drive Unlimited,2007,Racing,Atari,79,T,20000
F1 Race Stars,2012,Racing,Codemasters,62,E,20000
Happiness! De-Lucks,2007,Adventure,Marvelous Interactive,,,20000
Castlevania: Lords of Shadow - Reverie,2011,Action,Konami Digital Entertainment,,,20000
Doki Majo Plus,2009,Adventure,SNK Playmore,,,20000
Eureka Seven Vol. 2: The New Vision,2006,Shooter,Namco Bandai Games,40,T,20000
Motto! SoniComi,2014,Simulation,Kadokawa Games,,,20000
RollerCoaster Tycoon World,2016,Simulation,Atari,43,E,20000
Love Once: Mermaids Tears,2011,Adventure,Unknown,,,20000
Puzzle Challenge: Crosswords and More!,2006,Puzzle,Crave Entertainment,,,20000
Muppets Party Cruise,2003,Misc,TDK Mediactive,,E,20000
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",2009,Action,D3Publisher,,,20000
Shippuu Mahou Daisakusen: Kingdom-Grandprix,1996,Shooter,Gaga,,,20000
Saint,2009,Shooter,UFO,,E10+,20000
Greys Anatomy: The Video Game,2009,Adventure,Ubisoft,36,T,20000
Collar x Malice,2016,Action,Idea Factory,,,20000
Berserk and the Band of the Hawk,2016,Action,Tecmo Koei,,,20000
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,2006,Misc,Yamasa Entertainment,,,20000
Lets Play Flight Attendant,2010,Simulation,Deep Silver,,E,20000
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,2011,Misc,Plenty,,,20000
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,2011,Adventure,Quinrose,,,20000
18 Wheels of Steel: Extreme Trucker,2009,Racing,Rondomedia,,,20000
Serious Sam: Next Encounter,2004,Shooter,Global Star,69,M,20000
X3: Terran War Pack,2012,Misc,Deep Silver,,,20000
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,Misc,Irem Software Engineering,,,20000
Left 4 Dead,2008,Shooter,Electronic Arts,89,M,20000
Serious Sam HD: Gold Edition,2010,Shooter,Devolver Digital,,,20000
Knights Apprentice: Memoricks Adventures,2004,Action,Microids,53,T,20000
Freedom Wings,2006,Simulation,Natsume,46,E10+,20000
Akai Ito DS,2008,Adventure,Alchemist,,,20000
Natsuiro no Sunadokei,2002,Adventure,Princess Soft,,,20000
Unreal Anthology,2006,Shooter,Midway Games,,M,20000
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,Misc,Sega,,,20000
Triple Crown Championship Snowboarding,2010,Sports,Destineer,,,20000
Dream Chronicles,2010,Adventure,Zoo Games,,E,20000
Geon Cube,2009,Puzzle,P2 Games,,E,20000
Steal Princess,2008,Platform,Atlus,60,E10+,20000
Ballblazer Champions,1997,Sports,CTO SpA,,,20000
G1 Jockey Wii,2007,Sports,Tecmo Koei,,,20000
Dynasty Warriors 8: Empires,2015,Action,Tecmo Koei,70,T,20000
The Settlers IV,2001,Strategy,Blue Byte,,,20000
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,Adventure,Alchemist,,,20000
Genroh,2012,Action,Idea Factory,,,20000
Galaxy Angel II: Eigou Kaiki no Koku,2009,Strategy,Broccoli,,,20000
Moujuutsukai to Oujisama Portable,2011,Adventure,Idea Factory,,,20000
Otome wa Oanesama Boku ni Koi Shiteru Portable,2010,Adventure,Alchemist,,,20000
Iron Phoenix,2005,Fighting,Sega,58,T,20000
Resident Evil Zero,2016,Action,Capcom,,,20000
Mount & Blade,2008,Role-Playing,Paradox Interactive,,,20000
Kannou Mukashi Banashi Portable,2012,Adventure,Idea Factory,,,20000
Tennis no Oji-Sama: Driving Smash! Side King,2008,Sports,Konami Digital Entertainment,,,20000
Kuon,2004,Adventure,Indie Games,57,M,20000
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010,Adventure,Alchemist,,,20000
UnchainBlades EXXiV,2012,Role-Playing,FuRyu,,,20000
Tale of a Hero,2010,Adventure,Daedalic,,,20000
Carmen Sandiego: The Secret of the Stolen Drums,2004,Action,BAM! Entertainment,57,E,20000
Fuel,2009,Racing,Codemasters,67,E,20000
Fritz Chess,2009,Strategy,Deep Silver,,E,20000
Dies Irae: Amantes Amentes,2012,Action,Views,,,20000
Mind over Matter,2010,Puzzle,505 Games,,E,20000
Puyo Puyo! 15th Anniversary,2007,Puzzle,Sega,,,20000
Discovery Kids: Snake Safari,2009,Simulation,505 Games,,E10+,20000
Caspers Scare School: Classroom Capers,2008,Adventure,Blast! Entertainment Ltd,,E,20000
The Idolmaster: Gravure For You! Vol.9,2012,Action,Namco Bandai Games,,,20000
Dragons Dogma Online: Season 2,2016,Action,Capcom,,,20000
Heavy Fire: The Chosen Few 3D,2011,Shooter,Mastiff,,T,20000
Date A Live: Arusu Install,2014,Adventure,Compile Heart,,,20000
Ryu-koku,2006,Adventure,KID,,,20000
Dungeon Defenders,2011,Role-Playing,Unknown,81,E10+,20000
GunParade Orchestra: Midori no Shou,2006,Adventure,Sony Computer Entertainment,,,20000
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,2008,Misc,Square Enix,,,20000
Group S Challenge,2003,Racing,Capcom,57,E,20000
Shooter: Starfighter Sanvein,2000,Shooter,Midas Interactive Entertainment,,,20000
Fritz Chess,2009,Strategy,Deep Silver,,E,20000
Mario Tennis,2010,Sports,Nintendo,,,20000
Ratchet & Clank Collection,2014,Action,Sony Computer Entertainment,,,20000
Mata Hari: Betrayal is only a Kiss Away,2008,Adventure,DTP Entertainment,63,T,20000
Sakura Wars 1 & 2,2006,Strategy,Sega,,,20000
Dragons Lair,2010,Platform,Destineer,63,E10+,20000
Disney's Meet the Robinsons,2007,Action,Disney Interactive Studios,64,E10+,20000
Cities in Motion Collection,2011,Simulation,Unknown,,E,20000
Indigo Prophecy,2005,Adventure,Atari,85,M,20000
Rugby League Team Manager 2015,2015,Action,Alternative Software,,,20000
Terminator 3: The Redemption,2004,Shooter,Atari,68,T,20000
Overlord,2007,Strategy,Codemasters,81,T,20000
Spirits and Demons: 5 Game Pack,2015,Misc,Focus Multimedia,,,20000
Tengen Toppa Gurren-Lagann,2007,Action,Konami Digital Entertainment,,,20000
Pebble Beach Golf Links,1994,Sports,Sega,,,20000
Sugoi Hebereke,1994,Fighting,Sunsoft,,,20000
Veggy World,2011,Shooter,Jack of All Games,,E,20000
Balls of Fury,2007,Sports,Zoo Digital Publishing,19,E10+,20000
Quake 4,2005,Shooter,Activision,81,M,20000
FIFA Soccer 09,2008,Sports,Electronic Arts,77,E,20000
Dakar 2: The Worlds Ultimate Rally,2003,Racing,Acclaim Entertainment,,,20000
East India Company,2009,Strategy,Paradox Interactive,67,T,20000
Devil Survivor: Over Clock,2015,Strategy,Atlus,,,20000
Higurashi Daybreak Portable Mega Edition,2009,Adventure,Alchemist,,,20000
Command & Conquer: The First Decade,2006,Strategy,Electronic Arts,,,20000
The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,Electronic Arts,84,T,20000
Shinken de Watashi ni Koi Shinasai! R,2012,Action,Minato Station,,,20000
Whiteout,2002,Racing,Konami Digital Entertainment,50,T,20000
Shiratsuyu no Kai,2013,Adventure,Idea Factory,,,20000
Vampire Mansion: Linda Hyde,2011,Adventure,Unknown,,E10+,20000
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,2008,Simulation,fonfun,,,20000
XGRA: Extreme G Racing Association,2003,Racing,Acclaim Entertainment,69,T,20000
Max Payne,2001,Shooter,Take-Two Interactive,89,M,20000
Taito Legends 2,2006,Misc,Empire Interactive,67,T,20000
The Sims: Complete Collection,2005,Simulation,Electronic Arts,,,20000
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,2009,Misc,PlayV,,,20000
Kill.Switch,2004,Shooter,Zoo Digital Publishing,,T,20000
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",2010,Adventure,Idea Factory,,,20000
Sniper Elite V2,2013,Shooter,505 Games,58,M,20000
Jinsei Game Wii,2007,Misc,Takara Tomy,,,20000
So Blonde,2008,Adventure,Eidos Interactive,,,20000
SBK: Snowboard Kids,2005,Sports,Rising Star Games,63,E,20000
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,2008,Misc,Benesse,,,20000
Gekka Ryouran Romance,2011,Adventure,Idea Factory,,,20000
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,2015,Misc,Namco Bandai Games,,,20000
Guess the Logos,2004,Puzzle,Sega,,,20000
Ore no Yome: Anata Dake no Hanayome,2010,Adventure,Idea Factory,,,20000
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,2015,Adventure,dramatic create,,,20000
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,1996,Misc,Sonnet,,,20000
Angelique Retour,2015,Action,Tecmo Koei,,,20000
Final Approach 2: 1st Priority,2008,Adventure,Princess Soft,,,20000
Homeworld,1998,Strategy,Vivendi Games,93,E,20000
Back to the Future: The Game,2015,Adventure,Telltale Games,,,20000
The Fast and the Furious,2007,Racing,Deep Silver,58,T,20000
Moujuutsukai to Oujisama: Snow Bride,2011,Adventure,Idea Factory,,,20000
Order of War,2009,Strategy,Square Enix,69,T,20000
Detective Jinguuji Saburo: Ronde Revenge,2012,Action,Arc System Works,,,20000
The Awakened Fate Ultimatum,2014,Role-Playing,Nippon Ichi Software,65,T,20000
Casper: Spirit Dimensions,2002,Platform,TDK Mediactive,,E,20000
Meitantei Evangelion,2007,Adventure,Broccoli,,,20000
Tsuyo Kiss 2 Portable,2010,Adventure,NetRevo,,,20000
Amatsumi Sora ni! Kumo no Hatate ni,2015,Adventure,Prototype,,,20000
Butt-Ugly Martians: Zoom or Doom!,2002,Racing,Vivendi Games,,,20000
Sacred Gold,2005,Role-Playing,Encore,,T,20000
Mar Heaven: Karudea no Akuma,2006,Role-Playing,Konami Digital Entertainment,,,20000
Command & Conquer 3: Deluxe Edition,2008,Strategy,Electronic Arts,,,20000
Taishou Moebius Line Vitable,2016,Adventure,dramatic create,,,20000
Sacred 3,2014,Role-Playing,Deep Silver,57,M,20000
Brain Dead 13,1996,Adventure,Coconuts Japan,,,20000
Robotics;Notes,2012,Adventure,5p,,,20000
Maximum Capacity: Hotel Giant,2002,Strategy,JoWood Productions,59,T,20000
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,2007,Misc,Tecmo Koei,,,20000
T.A.C. Heroes : Big Red One,2010,Strategy,Storm City Games,,E10+,20000
Super PickUps,2007,Racing,XS Games,,E,20000
Dungeons & Dragons: Shadow over Mystara,2013,Role-Playing,Capcom,,,20000
The King of Fighters NeoWave,2006,Fighting,SNK Playmore,62,T,20000
Legend: Hand of God,2007,Role-Playing,DTP Entertainment,57,M,20000
Aquanauts Holiday,1995,Adventure,Sony Computer Entertainment,,,20000
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,2007,Adventure,Marvelous Interactive,,,20000
Natalie Brooks: Mystery at Hillcrest High,2012,Action,Licensed 4U,,,20000
WRC 2: FIA World Rally Championship,2011,Racing,Ubisoft,,,20000
Lara Croft and the Temple of Osiris,2014,Action,Square Enix,73,T,20000
Hot n Cold,2009,Action,Majesco Entertainment,,,20000
Nisenochigiri,2010,Adventure,Idea Factory,,,20000
World Championship Poker featuring Howard Lederer: All In,2006,Misc,505 Games,,T,20000
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Aspyr,67,E,20000
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,2002,Action,Takara,,,20000
Last Escort,2006,Adventure,D3Publisher,,,20000
SAW,2009,Action,Konami Digital Entertainment,55,M,20000
Meikyuu Cross Blood: Reloaded,2011,Action,Unknown,,,20000
Nicktoons Collection: Game Boy Advance Video Volume 3,2005,Misc,Majesco Entertainment,,,20000
Livly Garden,2010,Simulation,Marvelous Interactive,,,20000
Spider-Man 3,2007,Platform,Activision,62,T,20000
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,2011,Role-Playing,Starfish,,,20000
Commando: Steel Disaster,2008,Shooter,Lexicon Entertainment,64,E10+,20000
Aria: The Natural ~Tooi Yume no Mirage~,2006,Adventure,Alchemist,,,20000
Fallout Trilogy,2004,Role-Playing,Ubisoft,,M,20000
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,2008,Fighting,Marvelous Interactive,,,20000
Gal Gun,2012,Shooter,Alchemist,,,20000
Hakuouki: Yuugi Roku DS,2011,Adventure,Idea Factory,,,20000
Shonen Jumps Shaman King: Master of Spirits 2,2005,Role-Playing,Konami Digital Entertainment,,,20000
Toki no Kizuna: Hanayui Tsuzuri,2013,Adventure,Idea Factory,,,20000
Period Cube: Torikago no Amadeus,2016,Action,Idea Factory,,,20000
Koihime Enbu,2016,Fighting,Yeti,,,20000
Rinne no Lagrange: Kamogawa Days,2012,Adventure,Namco Bandai Games,,,20000
Samurai Warriors: Sanada Maru,2016,Action,Tecmo Koei,,,20000
Code R,1998,Adventure,Quintet,,,20000
Spider-Man: Web of Shadows,2008,Action,Activision,52,T,20000
The Idolmaster: Gravure For You! Vol.8,2012,Action,Namco Bandai Games,,,20000
Disney Sports Football,2002,Sports,Unknown,62,E,20000
Chicken Hunter,2007,Shooter,Phoenix Games,39,E10+,20000
Kao Challengers,2005,Platform,Atari,57,E,20000
Hakuoki: Shinkai - Furi no Shou,2015,Action,Idea Factory,,,20000
Jake Hunter: Detective Chronicles,2008,Adventure,Aksys Games,47,T,20000
Demolition Company: Gold Edition,2011,Simulation,Unknown,,,20000
Headhunter: Redemption,2004,Action,Sega,59,M,20000
Onechanbara Special,2011,Action,D3Publisher,,,20000
Jewel Master: Cradle Of Rome 2,2011,Puzzle,Rising Star Games,,E,20000
Daikaijuu Battle: Ultra Coliseum,2008,Fighting,Namco Bandai Games,,,20000
Oil Rush,2012,Strategy,Iceberg Interactive,67,,20000
Cartoon Network Battle Crashers,2016,Action,FuRyu Corporation,,E10+,20000
Saki: Achiga-Hen Portable,2013,Adventure,Alchemist,,,20000
Polar Bowler,2008,Sports,Mumbo Jumbo,,E,20000
Minna de Dokusho: Keatai Shousetsu Desu,2008,Misc,Dorart,,,20000
Prehistorik Man,2001,Platform,THQ,69,E,20000
Winter Sports 2011,2011,Sports,DTP Entertainment,,,20000
The Lord of the Rings Online: Mines of Moria,2008,Role-Playing,Codemasters Online,85,T,20000
F1 2002,2002,Racing,"Destination Software, Inc",,E,20000
Chicago Enforcer,2005,Shooter,Kemco,33,M,20000
Chevrolet Camaro: Wild Ride,2010,Racing,Storm City Games,,E,20000
Stormrise,2009,Strategy,Sega,42,M,20000
Jinguuji Saburou DS: Akai Chou,2010,Adventure,Arc System Works,,,20000
Dance Dance Revolution Extra Mix,2001,Simulation,Konami Digital Entertainment,,,20000
UnchainBlades EXXiV,2012,Role-Playing,FuRyu,,,20000
Puyo Puyo Chronicle,2016,Action,Sega,,,20000
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,2008,Adventure,Namco Bandai Games,,,20000
Ferrari Challenge Trofeo Pirelli Deluxe,2009,Racing,System 3 Arcade Software,,,20000
Rat Attack!,2000,Puzzle,Mindscape,,,20000
Agatha Christie: The ABC Murders,2016,Adventure,Microids,,,20000
Kawaii Koinu DS 3,2010,Simulation,MTO,,,20000
Super Bowling,1999,Sports,Athena,,,20000
Painkiller,2004,Shooter,DreamCatcher Interactive,81,M,20000
Quantum Break,2016,Action,Microsoft Game Studios,66,M,20000
Hoppie,2011,Platform,Jack of All Games,,E,20000
Chuugen no Hasha: Sangoku Shouseiden,2006,Strategy,Namco Bandai Games,,,20000
MuvLuv Double Pack,2016,Adventure,5p,,,20000
Largo Winch .// Commando Sar,2002,Adventure,Ubisoft,,,20000
Joker no Kuni no Alice: Wonderful Wonder World,2011,Adventure,Quinrose,,,20000
Cross Treasures,2009,Role-Playing,Square Enix,,,20000
Ruff Trigger: The Vanocore Conspiracy,2006,Platform,Natsume,57,E10+,20000
Princess Isabella: A Witchs Curse,2010,Adventure,Destineer,,E,20000
War Leaders: Clash of Nations,2009,Strategy,CDV Software Entertainment,,T,20000
Caspers Scare School: Spooky Sports Day,2009,Sports,Blast! Entertainment Ltd,,E,20000
Timmy Time,2011,Action,Avanquest,,,20000
Silent Bomber,1999,Action,Virgin Interactive,,,20000
PDC World Championship Darts: Pro Tour,2010,Sports,O-Games,,,20000
Nervous Brickdown,2007,Puzzle,Eidos Interactive,70,E,20000
Samurai & Dragons,2012,Action,Sega,,,20000
Elminage Original: Majo to Megami to Kamigami no Yubiwa,2011,Role-Playing,Starfish,,,20000
TalkMan,2006,Misc,Sony Computer Entertainment,,,20000
Niko Puchi Girls Runway,2015,Misc,Happinet,,,20000
XGRA: Extreme G Racing Association,2003,Racing,Acclaim Entertainment,66,T,20000
Uta no * Prince-Sama,2010,Adventure,Broccoli,,,20000
CV Casting Voice,2014,Adventure,Namco Bandai Games,,,20000
Otoko Yukaku,2015,Action,D3Publisher,,,20000
Elminage Gothic: Ulm Zakir to Yami no Gishiki,2012,Role-Playing,Starfish,,,20000
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,2006,Misc,Sega,,,20000
Gakuen K: Wonderful School Days,2014,Adventure,Idea Factory,,,20000
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,2011,Action,Namco Bandai Games,,,20000
Mushishi: Amefuru Sato,2008,Simulation,Marvelous Interactive,,,20000
Airport Simulator,2011,Simulation,Unknown,,,20000
Arcana Famiglia: Vascello Phantasma no Majutsushi,2012,Action,Comfort,,,20000
The Legend of Heroes: Trails in the Sky Second Chapter,2013,Role-Playing,Falcom Corporation,,,20000
Motocross Mania 3,2005,Racing,Take-Two Interactive,38,T,20000
Winning Post 7: Maximum 2007,2007,Sports,Tecmo Koei,,,20000
ESPN MLS ExtraTime 2002,2002,Sports,Konami Digital Entertainment,68,E,20000
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,2010,Action,Russel,,,20000
Vitamin R,2013,Adventure,D3Publisher,,,20000
Fist of the North Star: Kens Rage 2,2013,Fighting,Tecmo Koei,40,M,20000
Hellgate: London,2007,Role-Playing,Electronic Arts,70,M,20000
Storm Lover 2nd V,2016,Adventure,D3Publisher,,,20000
Tenkai Knights: Brave Battle,2014,Action,Namco Bandai Games,26,E10+,20000
Dragon Ball Z: Buus Fury / Dragon Ball GT: Transformation,2006,Action,Atari,,,20000
Guitar Freaks V2 & DrumMania V2,2006,Simulation,Konami Digital Entertainment,,,20000
Puzzle City,2009,Puzzle,Destineer,,E,20000
Backyard Baseball 09,2008,Sports,Atari,,E,20000
Dance! Its Your Stage,2011,Misc,DTP Entertainment,,,20000
TOCA Race Driver 3,2006,Racing,Codemasters,84,E10+,20000
The Sims 2: Happy Holiday Stuff,2006,Simulation,Electronic Arts,,T,20000
Broken Sword 5: The Serpents Curse,2015,Adventure,Revolution Software,77,T,20000
Cartoon Network Battle Crashers,2016,Action,FuRyu Corporation,21,E10+,20000
Pastel Chime Continue,2010,Adventure,5p,,,20000
Zwei!!,2008,Role-Playing,Falcom Corporation,,,20000
Super Dungeon Bros,2016,Action,Nordic Games,43,E10+,20000
Ro-Kyu-Bu! Lost Secret,2013,Adventure,Kadokawa Shoten,,,20000
Pump It Up: Exceed,2005,Misc,Mastiff,74,T,20000
Malice,2004,Platform,Evolved Games,51,T,20000
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,2016,Misc,Namco Bandai Games,,,20000
